Word,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,
account,,,,,,,,,,,,,,,,,,
these,,,,,,,,,,,,,,,,,,
regular,,,,,,,,,,,,,,,,,,
occurrence,,,,,,,,,,,,,,,,,,
mistakenly,X,,X,,,,,,,,,X,,,X,,,
significantly,,,,,,,,,,,,,,,,,,
factors,,,,,,,,,,,,,,,,,,
played,X,X,,,,,,,,,,,,,,,,
messes,,,,,,,,,,,,,,,,,,
hitting,,,,,,,,,,,,,,,,,,
trigger,,,,,,,,,,,,X,,X,,,,
remark,,,,,,,,,,,,,,,,,,
period,,,,,,,,,,,,,,,,,,
restitution,,,,,,,,,,,,,,,,,,
peole,,,,,,,,,,,,,,,,,,
feels,,,,,,,,,,,,X,X,,,,,
started,,,,,,,,,,,,,,,,,,
