Word,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,
e.g.,,,,,,,,,,,,,,,,,,
cancelling,,,,,,,,,,,,,,,,,,
soemone,,,,,,,,,,,,,,,,,,
marriage,,,,,,,X,X,,,,,,,,,,
wished,,,,,,,,,,,,X,,,X,,,
inflict,,,,,,,,,,,,,,,,,,
premediated,,,,,,,,,,,,,,,,,,
backstabbed,,,,,,,,,,,,,,,,,,
crucial,,,,,,,,,,,,,,,,,,
survival,,,,,,,,,,,,,,,,,,
fitness,,,,,,,,,,,,,,,,,,
absolutely,,,,,,,,,,,,X,,,,,X,
twenty,,,,,,,,,,,,,,,,,,
eaten,,,,,,,,,,,,,,,,,,
ways,,,,,,,,,,,,,,,,,,
better,X,X,,,,,,,,,,,,,,,,
product,,,,,,,,,,,,X,,X,,,,
client,,,,,,,,,,,,,,,,,,
payment,,,,,,,,,,,,,,,,,,
completing,,,,,,,,,,,,,,,,,,
took,,,,,,,,,,,,,,,,,,
month,,,,,,,,,,,,,,,,,,
finished,,,,,,,,,,,,,,,,,,
delivered,,,,,,,,,,,,,,,,,,
stops,,,,,,,,,,,,,,,,,,
communicating,,,,,,,X,,,,,,,,,,,
provide,,,,,,,X,,,,,,,,,,,
owed,,,,,,,,,,,,,,,,,,
repercussions,,,,,,,,,,,,,,,,,,
uses,,,,,,,,,,,,X,,X,,,,
law,,,,,,,,,,,,,,,,,,
punish,X,,X,,X,,,,,,,,,,,,,
buy,,,,,,,,,,,,,,,,,,
promised,X,X,,,,,,,,,,X,,,,,X,
wrongly,X,,X,,,,,,,,,,,,,,,
abuser's,X,,X,,X,,,,,,,,,,,,,
choices,,,,,,,,,,,,X,X,,,,,
path,,,,,,,,,,,,,,,,,,
mom,,,,,,,X,X,,X,,,,,,,,
four,,,,,,,,,,,,,,,,,,
extra,,,,,,,,,,,,,,,,,,
bedrooms,,,,,,,,,,,,,,,,,,
bathroom,,,,,,,,,,,,,,,,,,
room,,,,,,,,,,,,,,,,,,
shared,X,X,,,,,X,,,,,,,,,,,
bed,,,,,,,,,,,,,,,,,,
ex,,,,,,,X,,,,,,,,,,,
six,,,,,,,,,,,,,,,,,,
granted,,,,,,,,,,,,,,,,,,
unhealthy,,,,,,,,,,,,,,,,,,
perpetual,,,,,,,,,,,,,,,,,,
normally,,,,,,,,,,,,X,,,X,,,
went,,,,,,,,,,,,,,,,,,
trip,,,,,,,,,,,,,,,,,,
invite,,,,,,,,,,,,,,,,,,
unremorseful,,,,,,,,,,,,,,,,,,
