Word,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,
unsympathetic,,,,,,,,,,,,,,,,,,
aggressive,X,,X,,X,,,,,,,,,,,,,
exhausting,X,,X,,,,,,,,,,,,,,,
mind,,,,,,,,,,,,,,,,,,
prideful,,,,,,,,,,,,,,,,,,
broken,,,,,,,,,,,,,,,,,,
endless,,,,,,,,,,,,,,,,,,
thinking,,,,,,,,,,,,X,X,,,,,
embarrassment,X,,X,X,,,X,,,,,,,,,,,
unforgettable,,,,,,,,,,,,,,,,,,
disappointing,X,,X,,,X,,,,,,,,,,,,
dislike,X,,X,,,,,,,,,,,,,,,
jack,,,,,,,,,,,,,,,,,,
fuck,X,,X,,X,,,,,,,,,,,,,
you,,,,,,,X,,,,,,,,,,,
dark,,,,,,,,,,,,,,,,,,
satisfaction,X,X,,,,,,,,,,,,,,,,
right,,,,,,,,,,,,,,,,,,
complacency,,,,,,,,,,,,,,,,,,
stress,X,,X,X,,,,,,,,,,,,,,
displeased,,,,,,,,,,,,,,,,,,
extroverted,,,,,,,,,,,,,,,,,,
neglect,X,,X,,,X,,,,,,,,,,,,
unity,,,,,,,,,,,,,,,,,,
moral,,,,,,,,,,,,,,,,,,
sorrow,X,,X,,,X,,,,,,,,,,,,
liking,X,X,,,,,,,,,,,,,,,,
silence,,,,,,,,,,,,,,,,,,
friends,,,,,,,X,,X,,,,,,,,,
intense,,,,,,,,,,,,,,,,,,
unintentional,,,,,,,,,,,,,,,,,,
feelings,,,,,,,,,,,,X,X,,,,,
freedom,X,X,,,,,,,,,,,,,,,,
violence,X,,X,,,,,,,,,,,,,,,
justified,,,,,,,,,,,,X,X,X,,,,
hostility,X,,X,,X,,X,,,,,,,,,,,
fight,X,,X,,X,,X,,,,,,,,,,,
hide,,,,,,,,,,,,,,,,,,
crude,X,,X,,,,,,,,,,,,,,,
tired,,,,,,,,,,,,,,,,,,
i,,,,,,,,,,,,,,,,,,
don't,,,,,,,,,,,,,,,,,,
know,,,,,,,,,,,,X,X,,,,,
karma,,,,,,,,,,,,,,,,,,
being,,,,,,,,,,,,,,,,,,
regret,X,,X,,,X,,,,,,X,,,X,,,
apprehensive,X,,X,X,,,,,,,,X,,,,X,,
betrayl,,,,,,,,,,,,,,,,,,
affronted,,,,,,,,,,,,,,,,,,
relationship,,,,,,,X,,,,,,,,,,,
negative,,,,,,,,,,,,,,,,,,
pointless,,,,,,,,,,,,,,,,,,
jealousy,X,,X,,X,,,,,,,,,,,,,
intractable,,,,,,,,,,,,,,,,,,
painful,X,,X,,,,,,,,,,,,,,,
jealous,X,,X,,X,,,,,,,,,,,,,
aggresive,,,,,,,,,,,,,,,,,,
nagging,X,,X,,X,,,,,,,,,,,,,
unfair,X,,X,,,,,,,,,,,,,,,
abuse,X,,X,,X,,,,,,,,,,,,,
fear,X,,X,X,,,,,,,,,,,,,,
suffering,X,,X,,,X,,,,,,,,,,,,
vengance,,,,,,,,,,,,,,,,,,
vengeance,,,,,,,,,,,,,,,,,,
worried,X,,X,X,,,,,,,,,,,,,,
pissy,X,,X,,X,,,,,,,,,,,,,
anxiety,X,,X,X,,,,,,,,,,,,,,
hell,X,,X,,X,,,,,,,,,,,,,
stunted,,,,,,,,,,,,,,,,,,
no,,,,,,,,,,,,,,,,,,
talking,,,,,,,X,,,,,,,,,,,
cruel,X,,X,,X,,,,,,,,,,,,,
disgust,X,,X,,,,,,,,,,,,,,,
contempt,X,,X,,X,,,,,,,,,,,,,
unapologetic,,,,,,,,,,,,,,,,,,
obsession,X,,X,X,,,,,,,,,,,,,,
salty,,,,,,,,,,,,,,,,,,
horrible,X,,X,X,,,,,,,,,,,,,,
crazy,X,,X,,,,,,,,,,,,,,,
upsetting,X,,X,X,,,,,,,,,,,,,,
forgiveness,X,X,,,,,X,,,,,X,X,,,,,
dissapointment,,,,,,,,,,,,,,,,,,
delete,,,,,,,,,,,,,,,,,,
passion,X,X,,,,,,,,,,,,,,,,
malicious,,,,,,,,,,,,,,,,,,
behaviour,,,,,,,,,,,,,,,,,,
unreasonable,,,,,,,,,,,,,,,,,,
reprieve,,,,,,,,,,,,,,,,,,
greed,X,,X,,X,,,,,,,,,,,,,
lack,,,,,,,,,,,,X,,,X,,,
of,,,,,,,,,,,,,,,,,,
communication,,,,,,,X,,,,,,,,,,,
feeling,,,,,,,,,,,,X,X,,,,,
shock,X,,X,,,,,,,,,,,,,,,
anytime,,,,,,,,,,,,X,,,,X,,
see,,,,,,,,,,,,,,,,,,
pass,,,,,,,,,,,,,,,,,,
close,,,,,,,,,,,,,,,,,,
me,,,,,,,,,,,,,,,,,,
careful,,,,,,,,,,,,,,,,,,
hesitant,X,,X,X,,,,,,,,X,,,,X,,
irritation,X,,X,X,,,,,,,,,,,,,,
ill,,,,,,,,,,,,,,,,,,
will,,,,,,,,,,,,,,,,,,
unable,,,,,,,,,,,,,,,,,,
let,,,,,,,,,,,,,,,,,,
refuse,,,,,,,X,,,,,,,,,,,
resolute,,,,,,,,,,,,X,X,,,,,
payback,,,,,,,,,,,,,,,,,,
fighting,X,,X,,X,,X,,,,,,,,,,,
ignoring,X,,X,,,,,,,,,,,,,,,
untrustworthy,,,,,,,,,,,,,,,,,,
why,,,,,,,,,,,,X,,X,,,,
fury,X,,X,,X,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,
argument,X,,X,,X,,X,,,,,,,,,,,
long,,,,,,,,,,,,,,,,,,
enemy,X,,X,,X,,X,,,,,,,,,,,
unhealthy,,,,,,,,,,,,,,,,,,
disunity,,,,,,,,,,,,,,,,,,
morbid,,,,,,,,,,,,,,,,,,
tiresome,,,,,,,,,,,,,,,,,,
dumb,X,,X,,X,,,,,,,,,,,,,
annoyance,,,,,,,,,,,,,,,,,,
betrayed,,,,,,,,,,,,,,,,,,
seperation,,,,,,,,,,,,,,,,,,
feud,X,,X,,X,,X,,,,,,,,,,,
fustration,,,,,,,,,,,,,,,,,,
heartbreak,X,,X,,,X,,,,,,,,,,,,
unresolved,,,,,,,,,,,,X,,,,X,,
attached,,,,,,,,,,,,,,,,,,
i.e.,,,,,,,,,,,,,,,,,,
detached,,,,,,,,,,,,,,,,,,
free,X,X,,,,,,,,,,,,,,,,
solitude,,,,,,,,,,,,,,,,,,
negativity,,,,,,,,,,,,,,,,,,
energy,X,X,,,,,,,,,,,,,,,,
distrust,X,,X,,X,,,,,,,,,,,,,
cheated,X,,X,,X,,,,,,,,,,,,,
useful,X,X,,,,,,,,,,,,,,,,
sour,,,,,,,,,,,,,,,,,,
getting,,,,,,,,,,,,,,,,,,
even,,,,,,,,,,,,,,,,,,
problematic,X,,X,,,,,,,,,X,,,X,,,
mentally,,,,,,,,,,,,,,,,,,
